id	symbol	synonyms	left_end_pos	right_end_pos	direction	rna_ids	is_metabolic	is_single_gene_operon	operon_size	tu_id	other_genes_in_operon
G0-10694	arrS	"[""arrS"", ""b4704"", ""ECK4516""]"	3657985.0	3658054.0	-	"[""RNA0-351""]"	False	True	1.0	TU0-36438[c]	
G0-10695	sokX	"[""sokX"", ""b4701"", ""ECK4514""]"	2887353.0	2887411.0	+	"[""G0-10695_RNA""]"	False	True	1.0	TU0-44223[c]	
G0-10696	eyeA	"[""eyeA"", ""b4690"", ""ECK4506""]"	272580.0	272654.0	+	"[""G0-10696_RNA""]"	False	True	1.0	G0-10696_RNA[c]	
G0-10699	sdsN	"[""sdsN"", ""b4719"", ""ECK4576""]"	1996921.0	1997057.0	+	"[""RNA0-361""]"	False	True	1.0	TU0-42620[c]	
G0-10701	och5	"[""och5""]"	3067187.0	3067344.0	+	"[""RNA0-363""]"	False	True	1.0	TU0-198718[c]	
G0-10706		[]	4441225.0	4441330.0	-	"[""G0-10706_RNA""]"	False	True	1.0	G0-10706_RNA[c]	
G0-10707	pmrR	"[""pmrR"", ""b4703"", ""ECK4515""]"	4332116.0	4332205.0	+	"[""G0-10707_RNA""]"	False	True	1.0	G0-10707_RNA[c]	
G0-10715	mntS	"[""mntS"", ""G0-8881"", ""b4705"", ""ECK4517""]"	852869.0	852997.0	-	"[""G0-10715_RNA""]"	False	True	1.0	G0-10715_RNA[c]	
G0-10737	esrE	"[""esrE"", ""b4707"", ""ECK4519""]"	4019978.0	4020229.0	+	"[""G0-10737_RNA""]"	False	True	1.0	TU0-42484[c]	
G0-10738	nc1	"[""nc1""]"	297137.0	297304.0	-	"[""G0-10738_RNA""]"	False	True	1.0	G0-10738_RNA[c]	
G0-10751	agrA	"[""agrA"", ""b4712"", ""ECK4569""]"	3648063.0	3648144.0	+	"[""G0-10751_RNA""]"	False	True	1.0	TU0-42529[c]	
G0-10752	agrB	"[""agrB"", ""b4713"", ""ECK4570""]"	3648294.0	3648375.0	+	"[""RNA0-380""]"	False	True	1.0	TU0-42530[c]	
G0-16600	ralA	"[""ralA"", ""b4714"", ""ECK4571""]"	1413556.0	1413734.0	+	"[""RNA0-385""]"	False	True	1.0	TU0-42572[c]	
G0-16601	micL	"[""micL"", ""slrA"", ""ryeF"", ""b4717"", ""ECK4574""]"	1958441.0	1958747.0	-	"[""RNA0-386""]"	False	True	1.0	TU0-42576[c]	
G0-16635	ryeG	"[""ryeG"", ""IS118""]"	2470472.0	2470665.0	-	"[""G0-16635_RNA""]"	False	True	1.0	G0-16635_RNA[c]	
G0-16636	3'ETS-<i>leuZ</i>	"[""3'ETS-<i>leuZ</i>"", ""b4759"", ""ECK4616""]"	1991748.0	1991814.0	-	"[""RNA0-388""]"	False	True	1.0	RNA0-388[c]	
G0-16637	insB9	"[""insB9"", ""b4710"", ""ECK4567""]"	257923.0	258426.0	-	"[""G0-16637_RNA""]"	False	True	1.0	G0-16637_RNA[c]	
G0-16638	insA9	"[""insA9"", ""b4709"", ""ECK4566""]"	258345.0	258620.0	-	"[""G0-16638_RNA""]"	False	True	1.0	G0-16638_RNA[c]	
G0-16639	insH21	"[""insH21"", ""b4711"", ""ECK4568""]"	1299567.0	1300547.0	+	"[""G0-16639_RNA""]"	False	True	1.0	G0-16639_RNA[c]	
G0-16640	ytiA	"[""ytiA"", ""b4715"", ""ECK4572""]"	4563668.0	4563925.0	-	"[""G0-16640_RNA""]"	False	True	1.0	G0-16640_RNA[c]	
G0-16649	cpxQ	"[""cpxQ"", ""b4716"", ""ECK4573""]"	4106330.0	4106387.0	+	"[""RNA0-389""]"	False	True	1.0	RNA0-389[c]	
G0-16662	rirA	"[""rirA"", ""b4760"", ""ECK4617""]"	3808166.0	3808238.0	-	"[""RNA0-390""]"	False	True	1.0	RNA0-390[c]	
G0-16673	ymiB	"[""ymiB"", ""b4672"", ""ECK4487""]"	1346796.0	1346900.0	+	"[""G0-16673_RNA""]"	False	True	1.0	TU0-198727[c]	
G0-16674	ykgS	"[""ykgS"", ""b4688"", ""ECK4504""]"	290510.0	290638.0	+	"[""G0-16674_RNA""]"	False	True	1.0	TU0-198723[c]	
G0-16680	gadF	"[""gadF"", ""b4718"", ""ECK4575""]"	3658992.0	3659082.0	+	"[""RNA0-392""]"	False	True	1.0	RNA0-392[c]	
G0-16688	ymcF	"[""ymcF"", ""b4723"", ""ECK4580""]"	1051684.0	1051872.0	+	"[""G0-16688_RNA""]"	False	True	1.0	G0-16688_RNA[c]	
G0-16689	ynfQ	"[""ynfQ"", ""b4724"", ""ECK4581""]"	1638256.0	1638444.0	-	"[""G0-16689_RNA""]"	False	True	1.0	G0-16689_RNA[c]	
G0-16694	naRNA1	"[""naRNA1""]"	4326305.0	4326381.0	-	"[""RNA0-393""]"	False	True	1.0	RNA0-393[c]	
G0-16695	naRNA2	"[""naRNA2""]"	4326205.0	4326281.0	-	"[""RNA0-394""]"	False	True	1.0	RNA0-394[c]	
G0-16696	naRNA3	"[""naRNA3""]"	4326105.0	4326181.0	-	"[""RNA0-395""]"	False	True	1.0	RNA0-395[c]	
G0-16697	naRNA4	"[""naRNA4""]"	4326005.0	4326081.0	-	"[""RNA0-396""]"	False	True	1.0	RNA0-396[c]	
G0-16698	naRNA5	"[""naRNA5""]"	4325905.0	4325981.0	-	"[""RNA0-397""]"	False	True	1.0	RNA0-397[c]	
G0-16699	naRNA6	"[""naRNA6""]"	4325805.0	4325881.0	-	"[""RNA0-398""]"	False	True	1.0	RNA0-398[c]	
G0-16700	pspH	"[""pspH"", ""b4758"", ""ECK4615""]"	4263139.0	4263249.0	+	"[""RNA0-400""]"	False	True	1.0	RNA0-400[c]	
G0-16721	yabR	"[""yabR"", ""b4726"", ""ECK4583""]"	85467.0	85511.0	-	"[""G0-16721_RNA""]"	False	True	1.0	TU0-44222[c]	
G0-16722	yacM	"[""yacM"", ""b4727"", ""ECK4584""]"	113244.0	113288.0	+	"[""G0-16722_RNA""]"	False	True	1.0	G0-16722_RNA[c]	
G0-16723	yadW	"[""yadW"", ""b4728"", ""ECK4585""]"	176552.0	176617.0	+	"[""G0-16723_RNA""]"	False	True	1.0	G0-16723_RNA[c]	
G0-16724	ykgV	"[""ykgV"", ""b4729"", ""ECK4586""]"	294918.0	295142.0	-	"[""G0-16724_RNA""]"	False	True	1.0	G0-16724_RNA[c]	
G0-16725	yahV	"[""yahV"", ""b4730"", ""ECK4587""]"	331802.0	331876.0	+	"[""G0-16725_RNA""]"	False	True	1.0	G0-16725_RNA[c]	
G0-16726	ykiC	"[""ykiC"", ""b4731"", ""ECK4588""]"	383960.0	384079.0	+	"[""G0-16726_RNA""]"	False	True	1.0	TU0-198724[c]	
G0-16727	ykiD	"[""ykiD"", ""b4732"", ""ECK4589""]"	408947.0	409030.0	+	"[""G0-16727_RNA""]"	False	True	1.0	G0-16727_RNA[c]	
G0-16728	ylcJ	"[""ylcJ"", ""b4733"", ""ECK4590""]"	568695.0	568844.0	+	"[""G0-16728_RNA""]"	False	True	1.0	G0-16728_RNA[c]	
G0-16729	yldA	"[""yldA"", ""b4734"", ""ECK4591""]"	643330.0	643419.0	-	"[""G0-16729_RNA""]"	False	True	1.0	G0-16729_RNA[c]	
G0-16730	ybgU	"[""ybgU"", ""b4735"", ""ECK4592""]"	754674.0	754781.0	-	"[""G0-16730_RNA""]"	False	True	1.0	G0-16730_RNA[c]	
G0-16732	ymdG	"[""ymdG"", ""b4737"", ""ECK4594""]"	1079120.0	1079146.0	+	"[""G0-16732_RNA""]"	False	True	1.0	TU0-198726[c]	
G0-16733	ymgK	"[""ymgK"", ""b4738"", ""ECK4595""]"	1212260.0	1212304.0	-	"[""G0-16733_RNA""]"	False	True	1.0	G0-16733_RNA[c]	
G0-16734	ymgL	"[""ymgL"", ""b4739"", ""ECK4596""]"	1212540.0	1212650.0	-	"[""G0-16734_RNA""]"	False	True	1.0	G0-16734_RNA[c]	
G0-16735	ymgM	"[""ymgM"", ""b4740"", ""ECK4597""]"	1240260.0	1240463.0	+	"[""G0-16735_RNA""]"	False	True	1.0	G0-16735_RNA[c]	
G0-16738	ynaM	"[""ynaM"", ""b4744"", ""ECK4601""]"	1434293.0	1434406.0	-	"[""G0-16738_RNA""]"	False	True	1.0	G0-16738_RNA[c]	
G0-16739	yncO	"[""yncO"", ""b4745"", ""ECK4602""]"	1530319.0	1530504.0	-	"[""G0-16739_RNA""]"	False	True	1.0	TU0-198730[c]	
G0-16740	yddY	"[""yddY"", ""b4746"", ""ECK4603""]"	1567178.0	1567219.0	-	"[""G0-16740_RNA""]"	False	True	1.0	G0-16740_RNA[c]	
G0-16741	yneP	"[""yneP"", ""b4747"", ""ECK4604""]"	1579545.0	1579667.0	+	"[""G0-16741_RNA""]"	False	True	1.0	TU0-198731[c]	
G0-16743	ynfR	"[""ynfR"", ""b4749"", ""ECK4606""]"	1638188.0	1638253.0	-	"[""G0-16743_RNA""]"	False	True	1.0	G0-16743_RNA[c]	
G0-16744	ynfS	"[""ynfS"", ""b4750"", ""ECK4607""]"	1642122.0	1642211.0	+	"[""G0-16744_RNA""]"	False	True	1.0	G0-16744_RNA[c]	
G0-16745	yoaL	"[""yoaL"", ""b4751"", ""ECK4608""]"	1901573.0	1901731.0	-	"[""G0-16745_RNA""]"	False	True	1.0	G0-16745_RNA[c]	
G0-16746	yecU	"[""yecU"", ""b4752"", ""ECK4609""]"	1995655.0	1995831.0	+	"[""G0-16746_RNA""]"	False	True	1.0	G0-16746_RNA[c]	
G0-16747	yqfH	"[""yqfH"", ""b4753"", ""ECK4610""]"	3032939.0	3033010.0	-	"[""G0-16747_RNA""]"	False	True	1.0	TU0-198736[c]	
G0-16748	yqfI	"[""yqfI"", ""b4754"", ""ECK4611""]"	3050958.0	3051041.0	+	"[""G0-16748_RNA""]"	False	True	1.0	TU0-198737[c]	
G0-16749	yqhI	"[""yqhI"", ""b4755"", ""ECK4612""]"	3147597.0	3147740.0	-	"[""G0-16749_RNA""]"	False	True	1.0	G0-16749_RNA[c]	
G0-16750	yqiD	"[""yqiD"", ""b4756"", ""ECK4613""]"	3183381.0	3183551.0	-	"[""G0-16750_RNA""]"	False	True	1.0	G0-16750_RNA[c]	
G0-16751	ysdD	"[""ysdD"", ""b4757"", ""ECK4614""]"	3884026.0	3884106.0	+	"[""G0-16751_RNA""]"	False	True	1.0	G0-16751_RNA[c]	
G0-17009	sdhX	"[""sdhX"", ""rybD"", ""b4764"", ""ECK4621""]"	765050.0	765150.0	+	"[""RNA0-403""]"	False	True	1.0	RNA0-403[c]	
G0-17011	yadX	"[""yadX"", ""b4765"", ""ECK4622""]"	175048.0	175095.0	+	"[""G0-17011_RNA""]"	False	True	1.0	G0-17011_RNA[c]	
G0-17012	argL	"[""argL"", ""b4766"", ""ECK4623""]"	290275.0	290370.0	-	"[""G0-17012_RNA""]"	False	True	1.0	G0-17012_RNA[c]	
G0-17013	ytiB	"[""ytiB"", ""b4767"", ""ECK4624""]"	391592.0	391648.0	-	"[""G0-17013_RNA""]"	False	True	1.0	G0-17013_RNA[c]	
G0-17014	ybgV	"[""ybgV"", ""b4768"", ""ECK4625""]"	754658.0	754690.0	-	"[""G0-17014_RNA""]"	False	True	1.0	G0-17014_RNA[c]	
G0-17015	ybiE	"[""ybiE"", ""b4769"", ""ECK4626""]"	837503.0	837562.0	+	"[""G0-17015_RNA""]"	False	True	1.0	G0-17015_RNA[c]	
G0-17016	yljB	"[""yljB"", ""b4770"", ""ECK4627""]"	922740.0	922814.0	+	"[""G0-17016_RNA""]"	False	True	1.0	G0-17016_RNA[c]	
G0-17017	ychT	"[""ychT"", ""b4771"", ""ECK4627""]"	1298514.0	1298567.0	+	"[""G0-17017_RNA""]"	False	True	1.0	G0-17017_RNA[c]	
G0-17018	ymiD	"[""ymiD"", ""b4772"", ""ECK4629""]"	1344647.0	1344775.0	+	"[""G0-17018_RNA""]"	False	True	1.0	TU0-198728[c]	
G0-17019	ynaN	"[""ynaN"", ""b4773"", ""ECK4630""]"	1407989.0	1408036.0	+	"[""G0-17019_RNA""]"	False	True	1.0	G0-17019_RNA[c]	
G0-17020	yncP	"[""yncP"", ""b4774"", ""ECK4631""]"	1491876.0	1491944.0	+	"[""G0-17020_RNA""]"	False	True	1.0	G0-17020_RNA[c]	
G0-17021	mgtT	"[""mgtT"", ""b4775"", ""ECK4632""]"	1622741.0	1622845.0	+	"[""G0-17021_RNA""]"	False	True	1.0	G0-17021_RNA[c]	
G0-17022	ynfU	"[""ynfU"", ""b4776"", ""ECK4633""]"	1640805.0	1640975.0	+	"[""G0-17022_RNA""]"	False	True	1.0	TU0-198733[c]	
G0-17024	yecV	"[""yecV"", ""b4778"", ""ECK4635""]"	1961837.0	1961881.0	-	"[""G0-17024_RNA""]"	False	True	1.0	TU0-198720[c]	
G0-17025	yoaM	"[""yoaM"", ""b4779"", ""ECK4636""]"	2347350.0	2347385.0	-	"[""G0-17025_RNA""]"	False	True	1.0	TU0-198734[c]	
G0-17026	yodE	"[""yodE"", ""b4780"", ""ECK4637""]"	2470497.0	2470643.0	-	"[""G0-17026_RNA""]"	False	True	1.0	G0-17026_RNA[c]	
G0-17029	yfiS	"[""yfiS"", ""b4783"", ""ECK4639""]"	2725925.0	2725987.0	+	"[""G0-17029_RNA""]"	False	True	1.0	TU0-198732[c]	
G0-17030	yqgG	"[""yqgG"", ""b4784"", ""ECK4641""]"	3086145.0	3086288.0	-	"[""G0-17030_RNA""]"	False	True	1.0	G0-17030_RNA[c]	
G0-17031	yqgH	"[""yqgH"", ""b4785"", ""ECK4642""]"	3109317.0	3109400.0	-	"[""G0-17031_RNA""]"	False	True	1.0	G0-17031_RNA[c]	
G0-17032	yqhJ	"[""yqhJ"", ""b4786"", ""ECK4643""]"	3111266.0	3111325.0	+	"[""G0-17032_RNA""]"	False	True	1.0	TU0-198738[c]	
G0-17033	yqiM	"[""yqiM"", ""b4787"", ""ECK4644""]"	3247668.0	3247751.0	+	"[""G0-17033_RNA""]"	False	True	1.0	G0-17033_RNA[c]	
G0-17034	yhgO	"[""yhgO"", ""b4788"", ""ECK4645""]"	3573660.0	3573701.0	-	"[""G0-17034_RNA""]"	False	True	1.0	G0-17034_RNA[c]	
G0-17035	yhgP	"[""yhgP"", ""b4789"", ""ECK4646""]"	3573679.0	3573708.0	-	"[""G0-17035_RNA""]"	False	True	1.0	G0-17035_RNA[c]	
G0-17036	yhiY	"[""yhiY"", ""b4790"", ""ECK4647""]"	3630665.0	3630778.0	-	"[""G0-17036_RNA""]"	False	True	1.0	G0-17036_RNA[c]	
G0-17037	yriA	"[""yriA"", ""b4791"", ""ECK4648""]"	3640612.0	3640686.0	-	"[""G0-17037_RNA""]"	False	True	1.0	G0-17037_RNA[c]	
G0-17038	yriB	"[""yriB"", ""b4792"", ""ECK4649""]"	3640643.0	3640696.0	-	"[""G0-17038_RNA""]"	False	True	1.0	G0-17038_RNA[c]	
G0-17039	ysaE	"[""ysaE"", ""b4793"", ""ECK4650""]"	3720400.0	3720471.0	+	"[""G0-17039_RNA""]"	False	True	1.0	G0-17039_RNA[c]	
G0-17040	baxL	"[""baxL"", ""b4794"", ""ECK4651""]"	3737177.0	3737203.0	-	"[""G0-17040_RNA""]"	False	True	1.0	G0-17040_RNA[c]	
G0-17041	yibX	"[""yibX"", ""b4795"", ""ECK4652""]"	3797772.0	3798014.0	-	"[""G0-17041_RNA""]"	False	True	1.0	G0-17041_RNA[c]	
G0-17042	yibY	"[""yibY"", ""b4796"", ""ECK4653""]"	3798039.0	3798149.0	-	"[""G0-17042_RNA""]"	False	True	1.0	G0-17042_RNA[c]	
G0-17043	yicU	"[""yicU"", ""b4797"", ""ECK4654""]"	3838642.0	3838701.0	-	"[""G0-17043_RNA""]"	False	True	1.0	G0-17043_RNA[c]	
G0-17044	ysdE	"[""ysdE"", ""b4798"", ""ECK4655""]"	3853766.0	3853840.0	-	"[""G0-17044_RNA""]"	False	True	1.0	TU0-198739[c]	
G0-17045	ysgD	"[""ysgD"", ""b4799"", ""ECK4656""]"	4001218.0	4001274.0	+	"[""G0-17045_RNA""]"	False	True	1.0	G0-17045_RNA[c]	
G0-17046	ytgA	"[""ytgA"", ""b4800"", ""ECK4657""]"	4486105.0	4486155.0	+	"[""G0-17046_RNA""]"	False	True	1.0	G0-17046_RNA[c]	
G0-17047	ykiE	"[""ykiE"", ""b4801"", ""ECK4658""]"	4518372.0	4518440.0	+	"[""G0-17047_RNA""]"	False	True	1.0	G0-17047_RNA[c]	
G0-17048	ythB	"[""ythB"", ""b4802"", ""ECK4659""]"	4536597.0	4536695.0	+	"[""G0-17048_RNA""]"	False	True	1.0	G0-17048_RNA[c]	
G0-17076	orzP	"[""orzP""]"	2204402.0	2204484.0	+	"[""G0-17076_RNA""]"	False	True	1.0	G0-17076_RNA[c]	
G0-17077	rbsZ	"[""rbsZ"", ""b4804"", ""ECK4661""]"	3937045.0	3937278.0	+	"[""RNA0-406""]"	False	True	1.0	RNA0-406[c]	
G0-17078	raiZ	"[""raiZ"", ""b4805"", ""ECK4662""]"	2737381.0	2737542.0	+	"[""G0-17078_RNA""]"	False	True	1.0	G0-17078_RNA[c]	
G0-17079	ipeX	"[""ipeX""]"	574367.0	574515.0	-	"[""G0-17079_RNA""]"	False	True	1.0	G0-17079_RNA[c]	
G0-17082	malH	"[""malH"", ""b4807"", ""ECK4664""]"	4242531.0	4242633.0	-	"[""RNA0-410""]"	False	True	1.0	RNA0-410[c]	
G0-17083	chiZ	"[""chiZ"", ""b4808"", ""ECK4665""]"	708236.0	708333.0	+	"[""RNA0-411""]"	False	True	1.0	RNA0-411[c]	
G0-17084	ispZ	"[""ispZ"", ""b4809"", ""ECK4666""]"	194784.0	194844.0	+	"[""RNA0-412""]"	False	True	1.0	RNA0-412[c]	
G0-17085	ftsO	"[""ftsO"", ""b4810"", ""ECK4667""]"	92485.0	92658.0	+	"[""RNA0-413""]"	False	True	1.0	RNA0-413[c]	
G0-17086	timR	"[""timR"", ""b4811"", ""ECK4668""]"	2653356.0	2653455.0	-	"[""G0-17086_RNA""]"	False	True	1.0	G0-17086_RNA[c]	
G0-17087	timP	"[""timP"", ""b4812"", ""ECK4669""]"	2654001.0	2654126.0	+	"[""G0-17087_RNA""]"	False	True	1.0	G0-17087_RNA[c]	
G0-17088	narS	"[""narS"", ""b4813"", ""ECK4670""]"	1279337.0	1279520.0	+	"[""G0-17088_RNA""]"	False	True	1.0	G0-17088_RNA[c]	
G0-17089	zbiJ	"[""zbiJ"", ""b4814"", ""ECK4671""]"	837435.0	837531.0	-	"[""RNA0-417""]"	False	True	1.0	RNA0-417[c]	
G0-17090	ykfO	"[""ykfO"", ""b4815"", ""ECK4672""]"	234288.0	234320.0	+	"[""G0-17090_RNA""]"	False	True	1.0	G0-17090_RNA[c]	
G0-17091	ymgN	"[""ymgN"", ""b4816"", ""ECK4673""]"	1227368.0	1227427.0	+	"[""G0-17091_RNA""]"	False	True	1.0	G0-17091_RNA[c]	
G0-17092	ynhH	"[""ynhH"", ""b4817"", ""ECK4674""]"	1755496.0	1755690.0	+	"[""G0-17092_RNA""]"	False	True	1.0	G0-17092_RNA[c]	
G0-17093	yoeJ	"[""yoeJ"", ""b4818"", ""ECK4675""]"	2079427.0	2079477.0	-	"[""G0-17093_RNA""]"	False	True	1.0	G0-17093_RNA[c]	
G0-17094	ypeD	"[""ypeD"", ""b4819"", ""ECK4676""]"	2512687.0	2512776.0	-	"[""G0-17094_RNA""]"	False	True	1.0	G0-17094_RNA[c]	
G0-17095	yrfJ	"[""yrfJ"", ""b4820"", ""ECK4677""]"	3490132.0	3490185.0	-	"[""G0-17095_RNA""]"	False	True	1.0	G0-17095_RNA[c]	
G0-17096	ytgB	"[""ytgB"", ""b4822"", ""ECK4679""]"	4486043.0	4486099.0	+	"[""G0-17096_RNA""]"	False	True	1.0	G0-17096_RNA[c]	
G0-17097	ytiE	"[""ytiE"", ""b4823"", ""ECK4680""]"	4568692.0	4568727.0	-	"[""G0-17097_RNA""]"	False	True	1.0	G0-17097_RNA[c]	
G0-17098	ytjE	"[""ytjE"", ""b4824"", ""ECK4681""]"	4640718.0	4640771.0	+	"[""G0-17098_RNA""]"	False	True	1.0	G0-17098_RNA[c]	
G0-17099	ytcB	"[""ytcB"", ""b4821"", ""ECK4678""]"	4287611.0	4287667.0	+	"[""G0-17099_RNA""]"	False	True	1.0	G0-17099_RNA[c]	
G0-17100	aspX	"[""aspX"", ""b4825"", ""ECK4682""]"	4366839.0	4366951.0	-	"[""RNA0-418""]"	False	True	1.0	TU0-52570[c]	
G0-17101	flgO	"[""flgO"", ""b4826"", ""ECK4683""]"	1140986.0	1141063.0	+	"[""G0-17101_RNA""]"	False	True	1.0	G0-17101_RNA[c]	
G0-17102	fliX	"[""fliX"", ""b4827"", ""ECK4684""]"	2001912.0	2002106.0	-	"[""G0-17102_RNA""]"	False	True	1.0	G0-17102_RNA[c]	
G0-17103	motR	"[""motR"", ""b4828"", ""ECK4685""]"	1977208.0	1977302.0	-	"[""G0-17103_RNA""]"	False	True	1.0	G0-17103_RNA[c]	
G0-17105	aceK-int	"[""aceK-int"", ""b4830"", ""ECK4687""]"	4218879.0	4218963.0	+	"[""G0-17105_RNA""]"	False	True	1.0	G0-17105_RNA[c]	
G0-17106	allZ	"[""allZ"", ""b4831"", ""ECK4688""]"	533629.0	533863.0	+	"[""G0-17106_RNA""]"	False	True	1.0	G0-17106_RNA[c]	
G0-17107	bhsB	"[""bhsB"", ""b4832"", ""ECK4689""]"	1169303.0	1169402.0	+	"[""G0-17107_RNA""]"	False	True	1.0	G0-17107_RNA[c]	
G0-17108	kilS	"[""kilS"", ""b4833"", ""ECK4690""]"	1418405.0	1418502.0	-	"[""G0-17108_RNA""]"	False	True	1.0	G0-17108_RNA[c]	
G0-17109	xylZ	"[""xylZ"", ""b4834"", ""ECK4691""]"	3729386.0	3729545.0	-	"[""G0-17109_RNA""]"	False	True	1.0	G0-17109_RNA[c]	
G0-17110	sokE	"[""sokE"", ""b4835"", ""ECK4692""]"	607733.0	607792.0	-	"[""G0-17110_RNA""]"	False	True	1.0	TU0-198719[c]	
G0-17112	azuR	"[""azuR"", ""isrB"", ""IS092"", ""G0-8904"", ""b4434"", ""ECK1902""]"	1987843.0	1988001.0	-	"[""RNA0-430""]"	False	True	1.0	RNA0-430[c]	
G0-17114	spfP	"[""spfP"", ""b4837"", ""ECK4694""]"	4049917.0	4049964.0	+	"[""G0-17114_RNA""]"	False	True	1.0	G0-17114_RNA[c]	
G0-17115	fimR2	"[""fimR2"", ""b4838"", ""ECK4695""]"	4543674.0	4543708.0	+	"[""RNA0-432""]"	False	True	1.0	RNA0-432[c]	
G0-17117	glnZ	"[""glnZ"", ""b4836"", ""ECK4693""]"	4056428.0	4056621.0	-	"[""RNA0-434""]"	False	True	1.0	RNA0-434[c]	
G0-17119	asflhD	"[""asflhD"", ""b4839"", ""ECK4696""]"	1978176.0	1978395.0	+	"[""RNA0-435""]"	False	True	1.0	TU0-198686[c]	
G0-17120	stfZ	"[""stfZ"", ""b4840"", ""ECK4697""]"	104948.0	105499.0	-	"[""RNA0-436""]"	False	True	1.0	TU0-198687[c]	
G0-17122	ascrp	"[""ascrp"", ""b4841"", ""ECK4698""]"	3485953.0	3486231.0	-	"[""RNA0-437""]"	False	True	1.0	RNA0-437[c]	
G0-17123	asompR	"[""asompR"", ""b4842"", ""ECK4699""]"	3536438.0	3536775.0	+	"[""RNA0-438""]"	False	True	1.0	RNA0-438[c]	
G0-17124	asphoP	"[""asphoP"", ""b4843"", ""ECK4700""]"	1190165.0	1190508.0	+	"[""RNA0-439""]"	False	True	1.0	TU0-198717[c]	
G0-17125	ameF	"[""ameF"", ""b4844"", ""ECK4701""]"	2911051.0	2911450.0	+	"[""RNA0-440""]"	False	True	1.0	TU0-198692[c]	
G0-17126	xtpA	"[""xtpA"", ""b4845"", ""ECK4702""]"	345252.0	345434.0	+	"[""G0-17126_RNA""]"	False	True	1.0	TU0-198695[c]	
G0-17130	yrdG	"[""yrdG"", ""asarfA"", ""b4846"", ""ECK4703""]"	3438431.0	3438484.0	-	"[""RNA0-441""]"	False	True	1.0	RNA0-441[c]	
G0-8785	csrB	"[""csrB"", ""b4408"", ""ECK2787""]"	2924156.0	2924524.0	-	"[""CSRB-RNA""]"	False	True	1.0	TU0-4761[c]	
G0-8861	sraA	"[""sraA"", ""psrA3"", ""t15""]"	458728.0	458784.0	-	"[""G0-8861_RNA""]"	False	True	1.0	TU0-8514[c]	
G0-8862	sraB	"[""sraB"", ""psrA4"", ""pke20"", ""psrD"", ""b4418"", ""ECK1073""]"	1146589.0	1146757.0	+	"[""G0-8862_RNA""]"	False	True	1.0	TU0-14333[c]	
G0-8863	rprA	"[""rprA"", ""psrA5"", ""IS083"", ""b4431"", ""ECK1686""]"	1770372.0	1770477.0	+	"[""RPRA-RNA""]"	False	True	1.0	TU0-13370[c]	
G0-8865	ryeA	"[""ryeA"", ""sraC"", ""psrA8"", ""tkpe79"", ""IS091"", ""b4432"", ""ECK1838""]"	1923066.0	1923337.0	+	"[""G0-8865_RNA""]"	False	True	1.0	TU0-8508[c]	
G0-8866	micA	"[""micA"", ""sraD"", ""psrA10"", ""b4442"", ""ECK2682""]"	2814802.0	2814874.0	+	"[""SRAD-RNA""]"	False	True	1.0	TU0-8515[c]	
G0-8867	gcvB	"[""gcvB"", ""psrA11"", ""IS145"", ""b4443"", ""ECK2804""]"	2942696.0	2942901.0	+	"[""GCVB-RNA""]"	False	True	1.0	TU0-6184[c]	
G0-8868	omrA	"[""omrA"", ""psrA12"", ""rygA"", ""PAIR2a"", ""t59"", ""sraE"", ""b4444"", ""ECK2833""]"	2976102.0	2976189.0	-	"[""SRAE-RNA""]"	False	True	1.0	TU0-8763[c]	
G0-8870	sraG	"[""sraG"", ""psrA15"", ""p3"", ""psrO"", ""b4449"", ""ECK3153""]"	3311183.0	3311398.0	+	"[""SRAG-RNA""]"	False	True	1.0	TU0-8516[c]	
G0-8871	arcZ	"[""arcZ"", ""psrA16"", ""sraH"", ""ryhA"", ""b4450"", ""ECK3199""]"	3350577.0	3350697.0	+	"[""SRAH-RNA""]"	False	True	1.0	TU0-8517[c]	
G0-8872	ryhB	"[""ryhB"", ""psrA18"", ""IS176"", ""sraI"", ""b4451"", ""ECK3426""]"	3580922.0	3581016.0	-	"[""SRAI-RNA""]"	False	True	1.0	TU0-3401[c]	
G0-8873	glmZ	"[""glmZ"", ""psrA20"", ""sraJ"", ""k19"", ""ryiA"", ""b4456"", ""ECK3795""]"	3986432.0	3986603.0	+	"[""SRAJ-RNA""]"	False	True	1.0	TU0-8518[c]	
G0-8874	csrC	"[""csrC"", ""sraK"", ""psrA21"", ""ryiB"", ""tpk2"", ""IS198"", ""b4457"", ""ECK3858""]"	4051036.0	4051281.0	+	"[""CSRC-RNA""]"	False	True	1.0	TU0-4822[c]	
G0-8875	ryjA	"[""ryjA"", ""psrA24"", ""sraL"", ""b4459"", ""ECK4056""]"	4277926.0	4278066.0	-	"[""G0-8875_RNA""]"	False	True	1.0	TU0-8519[c]	
G0-8876	rydB	"[""rydB"", ""tpe7"", ""IS082"", ""b4430"", ""ECK1681""]"	1764713.0	1764780.0	-	"[""RYDB-RNA""]"	False	True	1.0	TU0-13367[c]	
G0-8878	cyaR	"[""cyaR"", ""ryeE"", ""b4438"", ""ECK2078""]"	2167114.0	2167200.0	+	"[""RYEE-RNA""]"	False	True	1.0	TU0-13506[c]	
G0-8879	ryfA	"[""ryfA"", ""PAIR3b"", ""tp1"", ""b4440"", ""ECK2518""]"	2653855.0	2654158.0	+	"[""RYFA-RNA""]"	False	True	1.0	RYFA-RNA[c]	
