id	symbol	synonyms	left_end_pos	right_end_pos	direction	rna_ids	is_metabolic_biocyc
EG12296	gpmM	"[""gpmM"", ""gpmC"", ""pgmI"", ""gpmI"", ""yibO"", ""b3612"", ""ECK3602""]"	3785260.0	3786804.0	+	"[""EG12296_RNA""]"	False
EG12297	envC	"[""envC"", ""yibP"", ""slm11"", ""b3613"", ""ECK3603""]"	3786838.0	3788097.0	+	"[""EG12297_RNA""]"	False
EG12298	yibQ	"[""yibQ"", ""b3614"", ""ECK3604""]"	3788101.0	3789060.0	+	"[""EG12298_RNA""]"	False
EG12301	rutR	"[""rutR"", ""ycdC"", ""b1013"", ""ECK1004""]"	1074242.0	1074880.0	+	"[""EG12301_RNA""]"	False
EG12302	tmk	"[""tmk"", ""ycfG"", ""b1098"", ""ECK1084""]"	1155124.0	1155765.0	+	"[""EG12302_RNA""]"	False
EG12303	ycfH	"[""ycfH"", ""b1100"", ""ECK1086""]"	1156777.0	1157574.0	+	"[""EG12303_RNA""]"	False
EG12304	sapD	"[""sapD"", ""trkE"", ""b1291"", ""ECK1286""]"	1352636.0	1353628.0	-	"[""EG12304_RNA""]"	False
EG12305	sapF	"[""sapF"", ""b1290"", ""ECK1285""]"	1351828.0	1352634.0	-	"[""EG12305_RNA""]"	False
EG12308	yfhH	"[""yfhH"", ""b2561"", ""ECK2559""]"	2698759.0	2699607.0	+	"[""EG12308_RNA""]"	False
EG12309	yjtD	"[""yjtD"", ""lasT"", ""b4403"", ""ECK4395""]"	4640942.0	4641628.0	+	"[""EG12309_RNA""]"	False
EG12310	pepB	"[""pepB"", ""yfhI"", ""b2523"", ""ECK2520""]"	2655075.0	2656358.0	-	"[""EG12310_RNA""]"	False
EG12311	iscX	"[""iscX"", ""yfhJ"", ""b2524"", ""ECK2521""]"	2656536.0	2656736.0	-	"[""EG12311_RNA""]"	False
EG12312	coaE	"[""coaE"", ""yacE"", ""b0103"", ""ECK0103""]"	112599.0	113219.0	-	"[""EG12312_RNA""]"	False
EG12313	zapD	"[""zapD"", ""yacF"", ""b0102"", ""ECK0102""]"	111856.0	112599.0	-	"[""EG12313_RNA""]"	False
EG12314	yacG	"[""yacG"", ""b0101"", ""ECK0101""]"	111649.0	111846.0	-	"[""EG12314_RNA""]"	False
EG12315	yacH	"[""yacH"", ""b0117"", ""ECK0116""]"	129407.0	131260.0	-	"[""EG12315_RNA""]"	False
EG12316	acnB	"[""acnB"", ""yacJ"", ""yacI"", ""b0118"", ""ECK0117""]"	131615.0	134212.0	+	"[""EG12316_RNA""]"	False
EG12318	cueO	"[""cueO"", ""yacK"", ""b0123"", ""ECK0122""]"	137083.0	138633.0	+	"[""EG12318_RNA""]"	False
EG12319	can	"[""can"", ""yadF"", ""b0126"", ""ECK0125""]"	142008.0	142670.0	-	"[""EG12319_RNA""]"	False
EG12320	yadG	"[""yadG"", ""b0127"", ""ECK0126""]"	142779.0	143705.0	+	"[""EG12320_RNA""]"	False
EG12321	yadH	"[""yadH"", ""b0128"", ""ECK0127""]"	143702.0	144472.0	+	"[""EG12321_RNA""]"	False
EG12322	yadI	"[""yadI"", ""agaX"", ""b0129"", ""ECK0128""]"	144577.0	145017.0	+	"[""EG12322_RNA""]"	False
EG12323	rpnE	"[""rpnE"", ""yfaD"", ""b2244"", ""ECK2236""]"	2356904.0	2357803.0	+	"[""EG12323_RNA""]"	False
EG12325	yadK	"[""yadK"", ""b0136"", ""ECK0135""]"	151003.0	151599.0	-	"[""EG12325_RNA""]"	False
EG12326	yadL	"[""yadL"", ""b0137"", ""ECK0136""]"	151626.0	152231.0	-	"[""EG12326_RNA""]"	False
EG12327	yadM	"[""yadM"", ""b0138"", ""ECK0137""]"	152243.0	152812.0	-	"[""EG12327_RNA""]"	False
EG12328	yadN	"[""yadN"", ""b0141"", ""ECK0140""]"	156299.0	156883.0	-	"[""EG12328_RNA""]"	False
EG12329	hrpB	"[""hrpB"", ""yadO"", ""b0148"", ""ECK0147""]"	162105.0	164534.0	+	"[""EG12329_RNA""]"	False
EG12330	thpR	"[""thpR"", ""yadP"", ""ligT"", ""b0147"", ""ECK0146""]"	161501.0	162031.0	-	"[""EG12330_RNA""]"	False
EG12331	clcA	"[""clcA"", ""eriC"", ""yadQ"", ""b0155"", ""ECK0154""]"	175107.0	176528.0	+	"[""EG12331_RNA""]"	False
EG12332	erpA	"[""erpA"", ""yadR"", ""b0156"", ""ECK0155""]"	176610.0	176954.0	+	"[""EG12332_RNA""]"	False
EG12333	yadS	"[""yadS"", ""b0157"", ""ECK0156""]"	177001.0	177624.0	-	"[""EG12333_RNA""]"	False
EG12334	btuF	"[""btuF"", ""yadT"", ""b0158"", ""ECK0157""]"	177662.0	178462.0	-	"[""EG12334_RNA""]"	False
EG12335	cdaR	"[""cdaR"", ""sdaR"", ""yaeG"", ""b0162"", ""ECK0161""]"	182463.0	183620.0	+	"[""EG12335_RNA""]"	False
EG12336	yaeH	"[""yaeH"", ""b0163"", ""ECK0162""]"	183709.0	184095.0	-	"[""EG12336_RNA""]"	False
EG12337	yaeI	"[""yaeI"", ""b0164"", ""ECK0163""]"	184257.0	185069.0	-	"[""EG12337_RNA""]"	False
EG12338	yagA	"[""yagA"", ""b0267"", ""ECK0268""]"	280829.0	281983.0	-	"[""EG12338_RNA""]"	False
EG12339	yagB	"[""yagB"", ""b0266"", ""ECK0267""]"	280385.0	280735.0	-	"[""EG12339_RNA""]"	False
EG12340	afuC	"[""afuC"", ""fbpC"", ""yagC"", ""b0262"", ""ECK0264""]"	277756.0	278802.0	-	"[""EG12340_RNA""]"	False
EG12341	rseA	"[""rseA"", ""yfiJ"", ""mclA"", ""b2572"", ""ECK2570""]"	2708754.0	2709404.0	-	"[""EG12341_RNA""]"	False
EG12342	hipH	"[""hipH"", ""yjjJ"", ""b4385"", ""ECK4377""]"	4621769.0	4623100.0	+	"[""EG12342_RNA""]"	False
EG12343	ettA	"[""ettA"", ""yjjK"", ""b4391"", ""ECK4383""]"	4628855.0	4630522.0	-	"[""EG12343_RNA""]"	False
EG12344	pspF	"[""pspF"", ""ycjB"", ""b1303"", ""ECK1298""]"	1366935.0	1367912.0	-	"[""EG12344_RNA""]"	False
EG12345	ydfG	"[""ydfG"", ""b1539"", ""ECK1532""]"	1627517.0	1628263.0	+	"[""EG12345_RNA""]"	False
EG12347	tcyN	"[""tcyN"", ""yecC"", ""b1917"", ""ECK1916""]"	1997062.0	1997814.0	-	"[""EG12347_RNA""]"	False
EG12352	ppiC	"[""ppiC"", ""parvA"", ""b3775"", ""ECK3767""]"	3959532.0	3959813.0	-	"[""EG12352_RNA""]"	False
EG12354	arfB	"[""arfB"", ""yaeJ"", ""b0191"", ""ECK0191""]"	214833.0	215255.0	+	"[""EG12354_RNA""]"	False
EG12356	rtcR	"[""rtcR"", ""yhgB"", ""b3422"", ""ECK3408""]"	3558268.0	3559866.0	+	"[""EG12356_RNA""]"	False
EG12357	fadK	"[""fadK"", ""ydiD"", ""b1701"", ""ECK1699""]"	1782977.0	1784677.0	+	"[""EG12357_RNA""]"	False
EG12358	ssuB	"[""ssuB"", ""ycbE"", ""b0933"", ""ECK0924""]"	993277.0	994044.0	-	"[""EG12358_RNA""]"	False
EG12359	ybgD	"[""ybgD"", ""b0719"", ""ECK0708""]"	752229.0	752795.0	-	"[""EG12359_RNA""]"	False
EG12360	yfaE	"[""yfaE"", ""b2236"", ""ECK2228""]"	2348514.0	2348768.0	+	"[""EG12360_RNA""]"	False
EG12361	kduD	"[""kduD"", ""yqeD"", ""ygeC"", ""b2842"", ""ECK2840""]"	2982497.0	2983258.0	-	"[""EG12361_RNA""]"	False
EG12362	menF	"[""menF"", ""yfbA"", ""b2265"", ""ECK2259""]"	2379348.0	2380643.0	-	"[""EG12362_RNA""]"	False
EG12363	ygiL	"[""ygiL"", ""b3043"", ""ECK3034""]"	3185414.0	3185965.0	+	"[""EG12363_RNA""]"	False
EG12364	intB	"[""intB"", ""int(P4)"", ""yjgC"", ""b4271"", ""ECK4264""]"	4496750.0	4497940.0	+	"[""EG12364_RNA""]"	False
EG12365	prkB	"[""prkB"", ""yhfF"", ""b3355"", ""ECK3343""]"	3484490.0	3485359.0	+	"[""EG12365_RNA""]"	False
EG12366	rsmE	"[""rsmE"", ""yggJ"", ""b2946"", ""ECK2941""]"	3091134.0	3091865.0	+	"[""EG12366_RNA""]"	False
EG12367	cusA	"[""cusA"", ""ybdE"", ""b0575"", ""ECK0567""]"	598714.0	601857.0	+	"[""EG12367_RNA""]"	False
EG12368	znuB	"[""znuB"", ""yebI"", ""b1859"", ""ECK1860""]"	1943414.0	1944199.0	+	"[""EG12368_RNA""]"	False
EG12369	ydjE	"[""ydjE"", ""b1769"", ""ECK1767""]"	1852621.0	1853979.0	-	"[""EG12369_RNA""]"	False
EG12370	intE	"[""intE"", ""int(Lambda)"", ""ycfI"", ""b1140"", ""ECK1126""]"	1199679.0	1200806.0	-	"[""EG12370_RNA""]"	False
EG12371	nlpI	"[""nlpI"", ""yhbM"", ""b3163"", ""ECK3151""]"	3308040.0	3308924.0	-	"[""EG12371_RNA""]"	False
EG12372	ygdG	"[""ygdG"", ""xni"", ""exo"", ""b2798"", ""ECK2793""]"	2931055.0	2931810.0	+	"[""EG12372_RNA""]"	False
EG12373	ppnN	"[""ppnN"", ""ygdH"", ""b2795"", ""ECK2790""]"	2926308.0	2927672.0	+	"[""EG12373_RNA""]"	False
EG12374	yhfG	"[""yhfG"", ""ficA"", ""b3362"", ""ECK3350""]"	3491453.0	3491620.0	-	"[""EG12374_RNA""]"	False
EG12375	ycaI	"[""ycaI"", ""b0913"", ""ECK0904""]"	964320.0	966584.0	+	"[""EG12375_RNA""]"	False
EG12376	yfeH	"[""yfeH"", ""b2410"", ""ECK2404""]"	2526946.0	2527944.0	+	"[""EG12376_RNA""]"	False
EG12378	yecD	"[""yecD"", ""b1867"", ""ECK1868""]"	1950832.0	1951398.0	+	"[""EG12378_RNA""]"	False
EG12379	yecE	"[""yecE"", ""b1868"", ""ECK1869""]"	1951395.0	1952213.0	+	"[""EG12379_RNA""]"	False
EG12380	gntT	"[""gntT"", ""gntTalpha"", ""yhgC"", ""gntM"", ""usgA"", ""b3415"", ""ECK3402""]"	3546559.0	3547875.0	+	"[""EG12380_RNA""]"	False
EG12381	nrdF	"[""nrdF"", ""ygaD"", ""b2676"", ""ECK2670""]"	2803502.0	2804461.0	+	"[""EG12381_RNA""]"	False
EG12384	allK	"[""allK"", ""arcC"", ""ybcF"", ""UTCase (transcarbamylase with unknown function)"", ""AllK"", ""b0521"", ""ECK0514""]"	550439.0	551332.0	+	"[""EG12384_RNA""]"	False
EG12385	rcsD	"[""rcsD"", ""yojP"", ""yojQ"", ""yojN"", ""b2216"", ""ECK2209""]"	2313488.0	2316160.0	+	"[""EG12385_RNA""]"	False
EG12386	glaR	"[""glaR"", ""ygaE"", ""gabC"", ""csiR"", ""b2664"", ""ECK2658""]"	2795674.0	2796336.0	+	"[""EG12386_RNA""]"	False
EG12387	lhgD	"[""lhgD"", ""ygaF"", ""lhgO"", ""b2660"", ""ECK2654""]"	2789982.0	2791250.0	+	"[""EG12387_RNA""]"	False
EG12388	sfmF	"[""sfmF"", ""ybcG"", ""b0534"", ""ECK0527""]"	563330.0	563845.0	+	"[""EG12388_RNA""]"	False
EG12391	ydiE	"[""ydiE"", ""b1705"", ""ECK1703""]"	1789613.0	1789804.0	+	"[""EG12391_RNA""]"	False
EG12392	dauA	"[""dauA"", ""ychM"", ""b1206"", ""ECK1194""]"	1259124.0	1260803.0	-	"[""EG12392_RNA""]"	False
EG12393	ttdT	"[""ttdT"", ""ygjC"", ""ygjE"", ""b3063"", ""ECK3053""]"	3208024.0	3209487.0	+	"[""EG12393_RNA""]"	False
EG12394	msrB	"[""msrB"", ""yeaA"", ""b1778"", ""ECK1776""]"	1862016.0	1862429.0	-	"[""EG12394_RNA""]"	False
EG12395	ybgE	"[""ybgE"", ""b0735"", ""ECK0724""]"	774309.0	774602.0	+	"[""EG12395_RNA""]"	False
EG12396	dgcE	"[""dgcE"", ""yegE"", ""b2067"", ""ECK2061""]"	2143266.0	2146583.0	+	"[""EG12396_RNA""]"	False
EG12397	ycbF	"[""ycbF"", ""b0944"", ""ECK0935""]"	1003947.0	1004657.0	+	"[""EG12397_RNA""]"	False
EG12399	dhaM	"[""dhaM"", ""ycgC"", ""dhaH"", ""ptsD"", ""b1198"", ""ECK1186""]"	1247696.0	1249114.0	-	"[""EG12399_RNA""]"	False
EG12400	mdtK	"[""mdtK"", ""norE"", ""norM"", ""ydhE"", ""b1663"", ""ECK1659""]"	1743457.0	1744830.0	+	"[""EG12400_RNA""]"	False
EG12401	rlmN	"[""rlmN"", ""yfgB"", ""b2517"", ""ECK2513""]"	2643129.0	2644283.0	-	"[""EG12401_RNA""]"	False
EG12402	chaB	"[""chaB"", ""b1217"", ""ECK1211""]"	1272119.0	1272349.0	+	"[""EG12402_RNA""]"	False
EG12403	chaC	"[""chaC"", ""b1218"", ""ECK1212""]"	1272507.0	1273202.0	+	"[""EG12403_RNA""]"	False
EG12404	ychN	"[""ychN"", ""b1219"", ""ECK1213""]"	1273246.0	1273599.0	-	"[""EG12404_RNA""]"	False
EG12405	ychO	"[""ychO"", ""ychP"", ""b1220"", ""ECK1214""]"	1273784.0	1275178.0	+	"[""EG12405_RNA""]"	False
EG12406	cecR	"[""cecR"", ""ybiH"", ""b0796"", ""ECK0785""]"	829972.0	830643.0	-	"[""EG12406_RNA""]"	False
EG12407	iaaA	"[""iaaA"", ""spt"", ""ybiK"", ""b0828"", ""ECK0818""]"	866568.0	867533.0	+	"[""EG12407_RNA""]"	False
EG12409	aegA	"[""aegA"", ""yffG"", ""b2468"", ""ECK2463""]"	2583546.0	2585525.0	-	"[""EG12409_RNA""]"	False
EG12410	nudK	"[""nudK"", ""yffH"", ""b2467"", ""ECK2462""]"	2582903.0	2583478.0	-	"[""EG12410_RNA""]"	False
EG12411	rfbD	"[""rfbD"", ""rmlD"", ""b2040"", ""ECK2034""]"	2111077.0	2111976.0	-	"[""EG12411_RNA""]"	False
EG12412	rfbB	"[""rfbB"", ""som"", ""rmlB"", ""b2041"", ""ECK2035""]"	2111976.0	2113061.0	-	"[""EG12412_RNA""]"	False
EG12414	gatA	"[""gatA"", ""b2094"", ""ECK2087""]"	2174597.0	2175049.0	-	"[""EG12414_RNA""]"	False
EG12415	gatB	"[""gatB"", ""b2093"", ""ECK2086""]"	2174282.0	2174566.0	-	"[""EG12415_RNA""]"	False
EG12416	gatC	"[""gatC"", ""b2092"", ""ECK2085""]"	2172921.0	2174278.0	-	"[""EG12416_RNA""]"	False
EG12417	gatD	"[""gatD"", ""b2091"", ""ECK2084""]"	2171833.0	2172873.0	-	"[""EG12417_RNA""]"	False
EG12419	gatY	"[""gatY"", ""yegF"", ""b2096"", ""ECK2089""]"	2176350.0	2177204.0	-	"[""EG12419_RNA""]"	False
EG12421	ybiI	"[""ybiI"", ""b0803"", ""ECK0792""]"	838190.0	838456.0	-	"[""EG12421_RNA""]"	False
EG12422	ybiJ	"[""ybiJ"", ""b0802"", ""ECK0791""]"	837665.0	837925.0	-	"[""EG12422_RNA""]"	False
EG12423	tauD	"[""tauD"", ""ssiD"", ""yaiG"", ""b0368"", ""ECK0365""]"	387795.0	388646.0	+	"[""EG12423_RNA""]"	False
EG12424	prmC	"[""prmC"", ""hemK"", ""b1212"", ""ECK1200""]"	1266094.0	1266927.0	+	"[""EG12424_RNA""]"	False
EG12427	modA	"[""modA"", ""b0763"", ""ECK0752""]"	795089.0	795862.0	+	"[""EG12427_RNA""]"	False
EG12428	rhoL	"[""rhoL"", ""b3782"", ""ECK3774""]"	3966231.0	3966332.0	+	"[""EG12428_RNA""]"	False
EG12429	tomB	"[""tomB"", ""ybaJ"", ""b0461"", ""ECK0455""]"	480334.0	480708.0	-	"[""EG12429_RNA""]"	False
EG12431	puuR	"[""puuR"", ""ycjC"", ""b1299"", ""ECK1294""]"	1361911.0	1362468.0	+	"[""EG12431_RNA""]"	False
EG12432	ydiF	"[""ydiF"", ""b1694"", ""ECK1692""]"	1775587.0	1777182.0	+	"[""EG12432_RNA""]"	False
EG12433	rluB	"[""rluB"", ""yciL"", ""b1269"", ""ECK1263""]"	1326852.0	1327727.0	+	"[""EG12433_RNA""]"	False
EG12434	ygiM	"[""ygiM"", ""ecfG"", ""htrG"", ""b3055"", ""ECK3045""]"	3201207.0	3201827.0	+	"[""EG12434_RNA""]"	False
EG12436	rseP	"[""rseP"", ""ecfE"", ""yaeL"", ""b0176"", ""ECK0175""]"	196546.0	197898.0	+	"[""EG12436_RNA""]"	False
EG12437	menE	"[""menE"", ""b2260"", ""ECK2254""]"	2373648.0	2375003.0	-	"[""EG12437_RNA""]"	False
EG12438	menH	"[""menH"", ""yfbB"", ""b2263"", ""ECK2257""]"	2376834.0	2377592.0	-	"[""EG12438_RNA""]"	False
EG12439	yjfF	"[""yjfF"", ""b4231"", ""ECK4226""]"	4453583.0	4454578.0	+	"[""EG12439_RNA""]"	False
EG12440	mpl	"[""mpl"", ""tpl"", ""yjfG"", ""b4233"", ""ECK4228""]"	4455785.0	4457158.0	+	"[""EG12440_RNA""]"	False
EG12442	yfjD	"[""yfjD"", ""b2612"", ""ypjE"", ""b2613"", ""b4461"", ""ECK2609""]"	2748774.0	2750060.0	+	"[""EG12442_RNA""]"	False
EG12443	yggL	"[""yggL"", ""b2959"", ""ECK2954""]"	3101807.0	3102133.0	-	"[""EG12443_RNA""]"	False
EG12444	ycfJ	"[""ycfJ"", ""b1110"", ""ECK1096""]"	1167599.0	1168138.0	+	"[""EG12444_RNA""]"	False
EG12445	eamB	"[""eamB"", ""yfiK"", ""b2578"", ""ECK2576""]"	2715423.0	2716010.0	+	"[""EG12445_RNA""]"	False
EG12446	yfiL	"[""yfiL"", ""b2602"", ""ECK2599""]"	2741360.0	2741725.0	+	"[""EG12446_RNA""]"	False
EG12448	ybcH	"[""ybcH"", ""b0567"", ""ECK0559""]"	587091.0	587981.0	-	"[""EG12448_RNA""]"	False
EG12449	prmB	"[""prmB"", ""yfcB"", ""b2330"", ""ECK2324""]"	2447508.0	2448440.0	-	"[""EG12449_RNA""]"	False
EG12450	norW	"[""norW"", ""ygaL"", ""ygbD"", ""b2711"", ""ECK2706""]"	2833912.0	2835045.0	+	"[""EG12450_RNA""]"	False
EG12454	ybaK	"[""ybaK"", ""b0481"", ""ECK0475""]"	506603.0	507082.0	-	"[""EG12454_RNA""]"	False
EG12455	lplT	"[""lplT"", ""ygeD"", ""b2835"", ""ECK2831""]"	2972669.0	2973862.0	-	"[""EG12455_RNA""]"	False
EG12458	alsB	"[""alsB"", ""yjcX"", ""b4088"", ""ECK4081""]"	4311107.0	4312042.0	-	"[""EG12458_RNA""]"	False
EG12462	adiC	"[""adiC"", ""yjdD"", ""yjdE"", ""b4115"", ""ECK4108""]"	4335694.0	4337031.0	-	"[""EG12462_RNA""]"	False
EG12469	dtpC	"[""dtpC"", ""yjdL"", ""b4130"", ""ECK4124""]"	4354954.0	4356411.0	-	"[""EG12469_RNA""]"	False
EG12475	yjeM	"[""yjeM"", ""b4156"", ""ECK4152""]"	4383839.0	4385341.0	+	"[""EG12475_RNA""]"	False
EG12494	ulaB	"[""ulaB"", ""yjfT"", ""sgaB"", ""b4194"", ""ECK4190""]"	4421393.0	4421698.0	+	"[""EG12494_RNA""]"	False
EG12495	ulaC	"[""ulaC"", ""ptxA"", ""yjfU"", ""sgaA"", ""b4195"", ""ECK4191""]"	4421708.0	4422172.0	+	"[""EG12495_RNA""]"	False
EG12504	cycA	"[""cycA"", ""ytfD"", ""dagA"", ""b4208"", ""ECK4204""]"	4429864.0	4431276.0	+	"[""EG12504_RNA""]"	False
EG12517	ytfQ	"[""ytfQ"", ""b4227"", ""ECK4223""]"	4449962.0	4450918.0	+	"[""EG12517_RNA""]"	False
EG12518	ytfR	"[""ytfR"", ""ytfS"", ""b4228"", ""b4229"", ""b4485"", ""ECK4224""]"	4451058.0	4452560.0	+	"[""EG12518_RNA""]"	False
EG12520	ytfT	"[""ytfT"", ""b4230"", ""ECK4225""]"	4452571.0	4453596.0	+	"[""EG12520_RNA""]"	False
EG12522	garD	"[""garD"", ""yhaG"", ""b3128"", ""ECK3116""]"	3275282.0	3276853.0	+	"[""EG12522_RNA""]"	False
EG12525	mgtA	"[""mgtA"", ""atmA"", ""corB"", ""mgt"", ""mtg"", ""b4242"", ""ECK4237""]"	4467625.0	4470321.0	+	"[""EG12525_RNA""]"	False
EG12539	idnT	"[""idnT"", ""gntW"", ""yjgT"", ""b4265"", ""ECK4258""]"	4491206.0	4492525.0	-	"[""EG12539_RNA""]"	False
EG12544	nanX	"[""nanX"", ""yjhB"", ""b4279"", ""ECK4269""]"	4504058.0	4505275.0	+	"[""EG12544_RNA""]"	False
EG12548	yjhF	"[""yjhF"", ""b4296"", ""ECK4285""]"	4520671.0	4522020.0	-	"[""EG12548_RNA""]"	False
EG12554	sgcA	"[""sgcA"", ""yjhL"", ""b4302"", ""ECK4291""]"	4527549.0	4527980.0	-	"[""EG12554_RNA""]"	False
EG12556	sgcC	"[""sgcC"", ""yjhN"", ""b4304"", ""ECK4293""]"	4528930.0	4530243.0	-	"[""EG12556_RNA""]"	False
EG12557	sgcX	"[""sgcX"", ""yjhO"", ""b4305"", ""ECK4295""]"	4530530.0	4531651.0	-	"[""EG12557_RNA""]"	False
EG12563	gntP	"[""gntP"", ""yjiB"", ""b4321"", ""ECK4312""]"	4549953.0	4551296.0	-	"[""EG12563_RNA""]"	False
EG12576	mdtM	"[""mdtM"", ""yjiO"", ""b4337"", ""ECK4328""]"	4567287.0	4568519.0	-	"[""EG12576_RNA""]"	False
EG12587	lgoT	"[""lgoT"", ""yjiZ"", ""yjjL"", ""b4356"", ""ECK4346""]"	4593361.0	4594722.0	-	"[""EG12587_RNA""]"	False
EG12591	opgB	"[""opgB"", ""yjjO"", ""mdoB"", ""b4359"", ""ECK4349""]"	4597150.0	4599441.0	-	"[""EG12591_RNA""]"	False
EG12600	yjjX	"[""yjjX"", ""b4394"", ""ECK4386""]"	4633233.0	4633745.0	-	"[""EG12600_RNA""]"	False
EG12605	yacL	"[""yacL"", ""b0119"", ""ECK0118""]"	134388.0	134750.0	+	"[""EG12605_RNA""]"	False
EG12606	fabF	"[""fabF"", ""vtr"", ""cvc"", ""fabJ"", ""vtrB"", ""b1095"", ""ECK1081""]"	1151939.0	1153180.0	+	"[""EG12606_RNA""]"	False
EG12608	caiE	"[""caiE"", ""b0035"", ""ECK0036""]"	34781.0	35371.0	-	"[""EG12608_RNA""]"	False
EG12609	rluA	"[""rluA"", ""yabO"", ""b0058"", ""ECK0059""]"	59687.0	60346.0	-	"[""EG12609_RNA""]"	False
EG12610	yabP	"[""yabP"", ""b4659"", ""b0056"", ""ECK0057""]"	58474.0	59124.0	+	"[""EG12610_RNA""]"	False
EG12611	yabQ	"[""yabQ"", ""b4659"", ""b0057"", ""ECK0058""]"	59121.0	59279.0	+	"[""EG12611_RNA""]"	False
EG12615	torR	"[""torR"", ""b0995"", ""ECK0986""]"	1057262.0	1057954.0	-	"[""EG12615_RNA""]"	False
EG12623	ybaL	"[""ybaL"", ""ylaA"", ""b0478"", ""ECK0472""]"	501562.0	503238.0	-	"[""EG12623_RNA""]"	False
EG12624	yiaG	"[""yiaG"", ""b3555"", ""ECK3542""]"	3719478.0	3719768.0	+	"[""EG12624_RNA""]"	False
EG12625	dppB	"[""dppB"", ""b3543"", ""ECK3530""]"	3704771.0	3705790.0	-	"[""EG12625_RNA""]"	False
EG12626	dppC	"[""dppC"", ""b3542"", ""ECK3529""]"	3703859.0	3704761.0	-	"[""EG12626_RNA""]"	False
EG12627	dppD	"[""dppD"", ""b3541"", ""ECK3528""]"	3702865.0	3703848.0	-	"[""EG12627_RNA""]"	False
EG12628	dppF	"[""dppF"", ""dppE"", ""b3540"", ""ECK3527""]"	3701864.0	3702868.0	-	"[""EG12628_RNA""]"	False
EG12629	gntK	"[""gntK"", ""b3437"", ""ECK3422""]"	3577065.0	3577592.0	-	"[""EG12629_RNA""]"	False
EG12630	gntR	"[""gntR"", ""b3438"", ""ECK3423""]"	3577731.0	3578726.0	-	"[""EG12630_RNA""]"	False
EG12631	gntU	"[""gntU"", ""b3435"", ""b3436"", ""b4476"", ""ECK3421""]"	3575721.0	3577061.0	-	"[""EG12631_RNA""]"	False
EG12633	nudF	"[""nudF"", ""trgB"", ""aspP"", ""yqiE"", ""b3034"", ""ECK3025""]"	3177281.0	3177910.0	-	"[""EG12633_RNA""]"	False
EG12634	cas3	"[""cas3"", ""ygcB"", ""b2761"", ""ECK2756""]"	2884553.0	2887219.0	-	"[""EG12634_RNA""]"	False
EG12656	mdaB	"[""mdaB"", ""mda66"", ""b3028"", ""ECK3019""]"	3172530.0	3173111.0	+	"[""EG12656_RNA""]"	False
EG12657	ygiN	"[""ygiN"", ""b3029"", ""ECK3020""]"	3173142.0	3173456.0	+	"[""EG12657_RNA""]"	False
EG12658	qseC	"[""qseC"", ""ygiY"", ""b3026"", ""ECK3017""]"	3170484.0	3171833.0	+	"[""EG12658_RNA""]"	False
EG12661	gltJ	"[""gltJ"", ""b0654"", ""ECK0647""]"	685929.0	686669.0	-	"[""EG12661_RNA""]"	False
EG12662	gltK	"[""gltK"", ""b0653"", ""ECK0646""]"	685255.0	685929.0	-	"[""EG12662_RNA""]"	False
EG12663	gltL	"[""gltL"", ""b0652"", ""ECK0645""]"	684530.0	685255.0	-	"[""EG12663_RNA""]"	False
EG12666	lpxH	"[""lpxH"", ""ybbF"", ""b0524"", ""ECK0517""]"	553218.0	553940.0	-	"[""EG12666_RNA""]"	False
EG12688	grxB	"[""grxB"", ""b1064"", ""ECK1049""]"	1123407.0	1124054.0	-	"[""EG12688_RNA""]"	False
EG12689	yceK	"[""yceK"", ""b1050"", ""ECK1036""]"	1113579.0	1113806.0	+	"[""EG12689_RNA""]"	False
EG12690	rarA	"[""rarA"", ""ycaJ"", ""mgsA"", ""b0892"", ""ECK0883""]"	937994.0	939337.0	+	"[""EG12690_RNA""]"	False
EG12691	lapB	"[""lapB"", ""yciM"", ""b1280"", ""ECK1275""]"	1340558.0	1341727.0	+	"[""EG12691_RNA""]"	False
EG12692	hcxA	"[""hcxA"", ""ybdH"", ""b0599"", ""ECK0593""]"	632389.0	633477.0	-	"[""EG12692_RNA""]"	False
EG12693	nudL	"[""nudL"", ""yeaB"", ""b1813"", ""ECK1811""]"	1896170.0	1896748.0	+	"[""EG12693_RNA""]"	False
EG12694	ttdR	"[""ttdR"", ""dan"", ""ygiP"", ""b3060"", ""ECK3050""]"	3205324.0	3206256.0	-	"[""EG12694_RNA""]"	False
EG12697	fldB	"[""fldB"", ""b2895"", ""ECK2890""]"	3039855.0	3040376.0	+	"[""EG12697_RNA""]"	False
EG12702	ycaK	"[""ycaK"", ""b0901"", ""ECK0892""]"	949668.0	950258.0	+	"[""EG12702_RNA""]"	False
EG12703	yccJ	"[""yccJ"", ""b1003"", ""ECK0994""]"	1066864.0	1067091.0	-	"[""EG12703_RNA""]"	False
EG12704	yggM	"[""yggM"", ""b2956"", ""ECK2951""]"	3098558.0	3099565.0	-	"[""EG12704_RNA""]"	False
EG12705	yggN	"[""yggN"", ""ecfF"", ""b2958"", ""ECK2953""]"	3100904.0	3101623.0	-	"[""EG12705_RNA""]"	False
EG12707	ygbE	"[""ygbE"", ""b2749"", ""ECK2744""]"	2873014.0	2873337.0	-	"[""EG12707_RNA""]"	False
EG12708	ybcI	"[""ybcI"", ""b0527"", ""ECK0520""]"	556032.0	556553.0	-	"[""EG12708_RNA""]"	False
