gene_id,gene_symbol,synonyms,left_end_pos,right_end_pos,direction,rna_ids,rna_type,monomer_ids,is_single_gene_operon,operon_size,tu_id,other_genes_in_operon,operon_partner_count
EG10890,rpmF,"[""rpmF"", ""b1089"", ""ECK1075""]",1147367.0,1147540.0,+,"[""EG10890_RNA""]",mRNA,"[""EG10890-MONOMER""]",False,5.0,TU0-1[c],"EG10277,EG11317,EG11318,EG11437",4
EG10891,rpmG,"[""rpmG"", ""b3636"", ""ECK3626""]",3811250.0,3811417.0,-,"[""EG10891_RNA""]",mRNA,"[""EG10891-MONOMER""]",False,4.0,TU0-5522[c],"EG10329,EG10886,EG11312",3
EG10892,rpmH,"[""rpmH"", ""rimA"", ""ssaF"", ""b3703"", ""ECK3695""]",3884336.0,3884476.0,+,"[""EG10892_RNA""]",mRNA,"[""EG10892-MONOMER""]",False,2.0,TU00340[c],EG10862,1
EG10893,rpoA,"[""rpoA"", ""pez"", ""phs"", ""sez"", ""b3295"", ""ECK3282""]",3440040.0,3441029.0,-,"[""EG10893_RNA""]",mRNA,"[""EG10893-MONOMER""]",False,5.0,TU0-14658[c],"EG10878,EG10903,EG10910,EG10912",4
EG10894,rpoB,"[""rpoB"", ""sdgB"", ""tabD"", ""stv"", ""stl"", ""ftsR"", ""groN"", ""nitB"", ""rif"", ""ron"", ""b3987"", ""ECK3978""]",4181245.0,4185273.0,+,"[""EG10894_RNA""]",mRNA,"[""RPOB-MONOMER""]",False,6.0,TU0-6512[c],"EG10864,EG10871,EG10872,EG10873,EG10895",5
EG10895,rpoC,"[""rpoC"", ""tabB"", ""b3988"", ""ECK3979""]",4185350.0,4189573.0,+,"[""EG10895_RNA""]",mRNA,"[""RPOC-MONOMER""]",False,6.0,TU0-6512[c],"EG10864,EG10871,EG10872,EG10873,EG10894",5
EG10900,rpsA,"[""rpsA"", ""ssyF"", ""b0911"", ""ECK0902""]",961995.0,963668.0,+,"[""EG10900_RNA""]",mRNA,"[""EG10900-MONOMER""]",False,2.0,TU361[c],EG11265,1
EG10901,rpsB,"[""rpsB"", ""b0169"", ""ECK0168""]",189874.0,190599.0,+,"[""EG10901_RNA""]",mRNA,"[""EG10901-MONOMER""]",True,1.0,EG10901_RNA[c],,0
EG10902,rpsC,"[""rpsC"", ""b3314"", ""ECK3301""]",3449182.0,3449883.0,-,"[""EG10902_RNA""]",mRNA,"[""EG10902-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10882,EG10883,EG10887,EG10909,EG10916,EG10918",10
EG10903,rpsD,"[""rpsD"", ""ramA"", ""sud(2)"", ""sud2"", ""b3296"", ""ECK3283""]",3441055.0,3441675.0,-,"[""EG10903_RNA""]",mRNA,"[""EG10903-MONOMER""]",False,5.0,TU0-14658[c],"EG10878,EG10893,EG10910,EG10912",4
EG10904,rpsE,"[""rpsE"", ""spc"", ""eps"", ""spcA"", ""b3303"", ""ECK3290""]",3444726.0,3445229.0,-,"[""EG10904_RNA""]",mRNA,"[""EG10904-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10879,EG10884,EG10888,EG10907,EG10913,EG11232",11
EG10905,rpsF,"[""rpsF"", ""sdgH"", ""b4200"", ""ECK4196""]",4425118.0,4425513.0,+,"[""EG10905_RNA""]",mRNA,"[""EG10905-MONOMER""]",False,4.0,TU00346[c],"EG10764,EG10870,EG10917",3
EG10906,rpsG,"[""rpsG"", ""b3341"", ""ECK3328""]",3473542.0,3474081.0,-,"[""EG10906_RNA""]",mRNA,"[""EG10906-MONOMER""]",False,4.0,TU00348[c],"EG10360,EG10911,EG11036",3
EG10907,rpsH,"[""rpsH"", ""b3306"", ""ECK3293""]",3446153.0,3446545.0,-,"[""EG10907_RNA""]",mRNA,"[""EG10907-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10879,EG10884,EG10888,EG10904,EG10913,EG11232",11
EG10908,rpsI,"[""rpsI"", ""b3230"", ""ECK3219""]",3377815.0,3378207.0,-,"[""EG10908_RNA""]",mRNA,"[""EG10908-MONOMER""]",True,1.0,TU0-42202[c],,0
EG10909,rpsJ,"[""rpsJ"", ""nusE"", ""b3321"", ""ECK3308""]",3452959.0,3453270.0,-,"[""EG10909_RNA""]",mRNA,"[""EG10909-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10882,EG10883,EG10887,EG10902,EG10916,EG10918",10
EG10910,rpsK,"[""rpsK"", ""b3297"", ""ECK3284""]",3441709.0,3442098.0,-,"[""EG10910_RNA""]",mRNA,"[""EG10910-MONOMER""]",False,5.0,TU0-14658[c],"EG10878,EG10893,EG10903,EG10912",4
EG10911,rpsL,"[""rpsL"", ""asuB"", ""strA"", ""b3342"", ""ECK3329""]",3474178.0,3474552.0,-,"[""EG10911_RNA""]",mRNA,"[""EG10911-MONOMER""]",False,4.0,TU00348[c],"EG10360,EG10906,EG11036",3
EG10912,rpsM,"[""rpsM"", ""b3298"", ""ECK3285""]",3442115.0,3442471.0,-,"[""EG10912_RNA""]",mRNA,"[""EG10912-MONOMER""]",False,5.0,TU0-14658[c],"EG10878,EG10893,EG10903,EG10910",4
EG10913,rpsN,"[""rpsN"", ""b3307"", ""ECK3294""]",3446579.0,3446884.0,-,"[""EG10913_RNA""]",mRNA,"[""EG10913-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10879,EG10884,EG10888,EG10904,EG10907,EG11232",11
EG10914,rpsO,"[""rpsO"", ""secC"", ""b3165"", ""ECK3154""]",3311415.0,3311684.0,-,"[""EG10914_RNA""]",mRNA,"[""EG10914-MONOMER""]",False,2.0,TU0-6660[c],EG10743,1
EG10915,rpsP,"[""rpsP"", ""b2609"", ""ECK2606""]",2745937.0,2746185.0,-,"[""EG10915_RNA""]",mRNA,"[""EG10915-MONOMER""]",False,4.0,TU00351[c],"EG10880,EG11023,EG11153",3
EG10916,rpsQ,"[""rpsQ"", ""neaA"", ""b3311"", ""ECK3298""]",3448314.0,3448568.0,-,"[""EG10916_RNA""]",mRNA,"[""EG10916-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10882,EG10883,EG10887,EG10902,EG10909,EG10918",10
EG10917,rpsR,"[""rpsR"", ""b4202"", ""ECK4198""]",4425839.0,4426066.0,+,"[""EG10917_RNA""]",mRNA,"[""EG10917-MONOMER""]",False,4.0,TU00346[c],"EG10764,EG10870,EG10905",3
EG10918,rpsS,"[""rpsS"", ""b3316"", ""ECK3303""]",3450248.0,3450526.0,-,"[""EG10918_RNA""]",mRNA,"[""EG10918-MONOMER""]",False,11.0,TU00347[c],"EG10865,EG10866,EG10867,EG10877,EG10882,EG10883,EG10887,EG10902,EG10909,EG10916",10
EG10919,rpsT,"[""rpsT"", ""supS"", ""sup(s20)"", ""supS20"", ""b0023"", ""ECK0024""]",20815.0,21078.0,-,"[""EG10919_RNA""]",mRNA,"[""EG10919-MONOMER""]",True,1.0,TU0-7842[c],,0
EG10920,rpsU,"[""rpsU"", ""b3065"", ""ECK3055""]",3210781.0,3210996.0,+,"[""EG10920_RNA""]",mRNA,"[""EG10920-MONOMER""]",False,3.0,TU00352[c],"EG10239,EG10896",2
EG10928,sbmA,"[""sbmA"", ""b0377"", ""ECK0372""]",396639.0,397859.0,+,"[""EG10928_RNA""]",mRNA,"[""SBMA-MONOMER""]",False,2.0,TU0-3426[c],G6227,1
EG10946,serC,"[""serC"", ""pdxC"", ""pdxF"", ""b0907"", ""ECK0898""]",957653.0,958741.0,+,"[""EG10946_RNA""]",mRNA,"[""PSERTRANSAM-MONOMER""]",True,1.0,TU0-42569[c],,0
EG10947,serS,"[""serS"", ""b0893"", ""ECK0884""]",939428.0,940720.0,+,"[""EG10947_RNA""]",mRNA,"[""SERS-MONOMER""]",True,1.0,TU0-13080[c],,0
EG10965,gmk,"[""gmk"", ""spoR"", ""b3648"", ""ECK3638""]",3821428.0,3822051.0,+,"[""EG10965_RNA""]",mRNA,"[""GUANYL-KIN-MONOMER""]",True,1.0,TU0-14004[c],,0
EG10980,sucB,"[""sucB"", ""b0727"", ""ECK0715""]",761522.0,762739.0,+,"[""EG10980_RNA""]",mRNA,"[""E2O-MONOMER""]",False,2.0,TU0-42509[c],EG10979,1
EG10982,sucD,"[""sucD"", ""b0729"", ""ECK0717""]",764180.0,765049.0,+,"[""EG10982_RNA""]",mRNA,"[""SUCCCOASYN-ALPHA""]",True,1.0,EG10982_RNA[c],,0
EG10999,thrB,"[""thrB"", ""b0003"", ""ECK0003""]",2801.0,3733.0,+,"[""EG10999_RNA""]",mRNA,"[""HOMOSERKIN-MONOMER""]",False,4.0,TU00178[c],"EG10998,EG11000,EG11277",3
EG11000,thrC,"[""thrC"", ""b0004"", ""ECK0004""]",3734.0,5020.0,+,"[""EG11000_RNA""]",mRNA,"[""THRESYN-MONOMER""]",False,4.0,TU00178[c],"EG10998,EG10999,EG11277",3
EG11001,thrS,"[""thrS"", ""b1719"", ""ECK1717""]",1800642.0,1802570.0,-,"[""EG11001_RNA""]",mRNA,"[""THRS-MONOMER""]",False,8.0,TU0-14257[c],"EG10440,EG10506,EG10709,EG10710,EG10881,EG11231,EG11272",7
EG11002,thyA,"[""thyA"", ""b2827"", ""ECK2823""]",2964361.0,2965155.0,-,"[""EG11002_RNA""]",mRNA,"[""THYMIDYLATESYN-MONOMER""]",True,1.0,TU0-42616[c],,0
EG11005,tnaA,"[""tnaA"", ""ind"", ""tnaR"", ""b3708"", ""ECK3701""]",3888730.0,3890145.0,+,"[""EG11005_RNA""]",mRNA,"[""TRYPTOPHAN-MONOMER""]",False,2.0,TU0-45291[c],EG11006,1
EG11008,tolB,"[""tolB"", ""lky"", ""lkyA"", ""tol-3"", ""b0740"", ""ECK0729""]",777740.0,779032.0,+,"[""EG11008_RNA""]",mRNA,"[""EG11008-MONOMER""]",False,3.0,TU21[c],"EG10684,EG12854",2
EG11024,trpA,"[""trpA"", ""try"", ""tryp"", ""b1260"", ""ECK1254""]",1316416.0,1317222.0,-,"[""EG11024_RNA""]",mRNA,"[""TRYPSYN-APROTEIN""]",False,6.0,TU00067[c],"EG11025,EG11026,EG11027,EG11028,EG11274",5
EG11026,trpC,"[""trpC"", ""trpF"", ""trpCF"", ""b1262"", ""ECK1256""]",1318427.0,1319788.0,-,"[""EG11026_RNA""]",mRNA,"[""PRAI-IGPS""]",False,6.0,TU00067[c],"EG11024,EG11025,EG11027,EG11028,EG11274",5
EG11027,trpD,"[""trpD"", ""trpGD"", ""b1263"", ""ECK1257""]",1319789.0,1321384.0,-,"[""EG11027_RNA""]",mRNA,"[""ANTHRANSYNCOMPII-MONOMER""]",False,6.0,TU00067[c],"EG11024,EG11025,EG11026,EG11028,EG11274",5
EG11028,trpE,"[""trpE"", ""anth"", ""tryD"", ""tryp-4"", ""b1264"", ""ECK1258""]",1321384.0,1322946.0,-,"[""EG11028_RNA""]",mRNA,"[""ANTHRANSYNCOMPI-MONOMER""]",False,6.0,TU00067[c],"EG11024,EG11025,EG11026,EG11027,EG11274",5
EG11029,trpR,"[""trpR"", ""rtrY"", ""b4393"", ""ECK4385""]",4632760.0,4633086.0,+,"[""EG11029_RNA""]",mRNA,"[""PD00423""]",True,1.0,TU00220[c],,0
EG11030,trpS,"[""trpS"", ""b3384"", ""ECK3371""]",3512634.0,3513638.0,-,"[""EG11030_RNA""]",mRNA,"[""TRPS-MONOMER""]",True,1.0,TU0-8862[c],,0
EG11032,trxB,"[""trxB"", ""trxR"", ""b0888"", ""ECK0879""]",931085.0,932050.0,-,"[""EG11032_RNA""]",mRNA,"[""THIOREDOXIN-REDUCT-NADPH-MONOMER""]",True,1.0,TU0-13078[c],,0
EG11039,tyrA,"[""tyrA"", ""b2600"", ""ECK2597""]",2738948.0,2740069.0,-,"[""EG11039_RNA""]",mRNA,"[""CHORISMUTPREPHENDEHYDROG-MONOMER""]",False,2.0,TU00008[c],EG10078,1
EG11040,tyrB,"[""tyrB"", ""b4054"", ""ECK4046""]",4267114.0,4268307.0,+,"[""EG11040_RNA""]",mRNA,"[""TYRB-MONOMER""]",True,1.0,TU00087[c],,0
EG11041,tyrP,"[""tyrP"", ""b1907"", ""ECK1906""]",1989681.0,1990892.0,+,"[""EG11041_RNA""]",mRNA,"[""TYRP-MONOMER""]",True,1.0,TU0-6631[c],,0
EG11043,tyrS,"[""tyrS"", ""b1637"", ""ECK1633""]",1715948.0,1717222.0,-,"[""EG11043_RNA""]",mRNA,"[""TYRS-MONOMER""]",False,2.0,TU0-14629[c],G6879,1
EG11050,ugpQ,"[""ugpQ"", ""b3449"", ""ECK3433""]",3587370.0,3588113.0,-,"[""EG11050_RNA""]",mRNA,"[""GLYCPDIESTER-CYTO-MONOMER""]",False,5.0,TU0-5981[c],"EG11046,EG11047,EG11048,EG11049",4
EG11067,valS,"[""valS"", ""val-act"", ""b4258"", ""ECK4251""]",4480982.0,4483837.0,-,"[""EG11067_RNA""]",mRNA,"[""VALS-MONOMER""]",False,2.0,TU0-14474[c],EG11413,1
EG11074,xylA,"[""xylA"", ""b3565"", ""ECK3554""]",3729443.0,3730765.0,-,"[""EG11074_RNA""]",mRNA,"[""XYLISOM-MONOMER""]",False,2.0,TU67[c],EG11075,1
EG11075,xylB,"[""xylB"", ""b3564"", ""ECK3553""]",3727917.0,3729371.0,-,"[""EG11075_RNA""]",mRNA,"[""XYLULOKIN-MONOMER""]",False,2.0,TU67[c],EG11074,1
EG11082,rihC,"[""rihC"", ""yaaF"", ""b0030"", ""ECK0031""]",27293.0,28207.0,+,"[""EG11082_RNA""]",mRNA,"[""EG11082-MONOMER""]",True,1.0,TU0-12797[c],,0
EG11102,gsk,"[""gsk"", ""b0477"", ""ECK0471""]",500125.0,501429.0,+,"[""EG11102_RNA""]",mRNA,"[""GSK-MONOMER""]",True,1.0,TU0-8806[c],,0
EG11112,aat,"[""aat"", ""ycaA"", ""b0885"", ""ECK0876""]",926728.0,927432.0,-,"[""EG11112_RNA""]",mRNA,"[""EG11112-MONOMER""]",True,1.0,TU0-13077[c],,0
EG11121,yciA,"[""yciA"", ""b1253"", ""ECK1247""]",1311848.0,1312246.0,-,"[""EG11121_RNA""]",mRNA,"[""EG11121-MONOMER""]",True,1.0,TU0-13189[c],,0
EG11169,ttdB,"[""ttdB"", ""ygjB"", ""b3062"", ""ECK3052""]",3207371.0,3207976.0,+,"[""EG11169_RNA""]",mRNA,"[""TTDB-MONOMER""]",False,3.0,TU00368[c],"EG11168,EG12393",2
EG11198,glmU,"[""glmU"", ""yieA"", ""b3730"", ""ECK3723""]",3913830.0,3915200.0,-,"[""EG11198_RNA""]",mRNA,"[""NAG1P-URIDYLTRANS-MONOMER""]",False,2.0,TU00280[c],EG10382,1
EG11221,zwf,"[""zwf"", ""b1852"", ""ECK1853""]",1934839.0,1936314.0,-,"[""EG11221_RNA""]",mRNA,"[""GLU6PDEHYDROG-MONOMER""]",True,1.0,TU00209[c],,0
EG11223,argH,"[""argH"", ""b3960"", ""ECK3951""]",4156850.0,4158223.0,+,"[""EG11223_RNA""]",mRNA,"[""ARGSUCCINLYA-MONOMER""]",True,1.0,TU0-42684[c],,0
EG11226,leuA,"[""leuA"", ""b0074"", ""ECK0076""]",81958.0,83529.0,-,"[""EG11226_RNA""]",mRNA,"[""2-ISOPROPYLMALATESYN-MONOMER""]",False,5.0,TU0-42478[c],"EG11280,EG11575,EG11576,EG11577",4
EG11227,fdnG,"[""fdnG"", ""b1474"", ""ECK1468""]",1547401.0,1550448.0,+,"[""EG11227_RNA""]",mRNA,"[""FDNG-MONOMER""]",False,3.0,TU00157[c],"EG11228,EG11229",2
EG11231,rpmI,"[""rpmI"", ""b1717"", ""ECK1715""]",1799802.0,1799999.0,-,"[""EG11231_RNA""]",mRNA,"[""EG11231-MONOMER""]",False,2.0,TU0-14255[c],EG10881,1
EG11232,rpmJ,"[""rpmJ"", ""secX"", ""b3299"", ""ECK3286""]",3442618.0,3442734.0,-,"[""EG11232_RNA""]",mRNA,"[""EG11232-MONOMER""]",False,12.0,TU00337[c],"EG10766,EG10868,EG10869,EG10875,EG10876,EG10879,EG10884,EG10888,EG10904,EG10907,EG10913",11
EG11268,fmt,"[""fmt"", ""ftm"", ""yhdD"", ""b3288"", ""ECK3274""]",3434214.0,3435161.0,+,"[""EG11268_RNA""]",mRNA,"[""EG11268-MONOMER""]",False,2.0,TU00258[c],EG11440,1
EG11286,argE,"[""argE"", ""b3957"", ""ECK3948""]",4153696.0,4154847.0,-,"[""EG11286_RNA""]",mRNA,"[""ACETYLORNDEACET-MONOMER""]",True,1.0,TU0-6886[c],,0
EG11288,mak,"[""mak"", ""yajF"", ""b0394"", ""ECK0389""]",410144.0,411052.0,+,"[""EG11288_RNA""]",mRNA,"[""EG11288-MONOMER""]",True,1.0,TU0-8828[c],,0
EG11314,purB,"[""purB"", ""ade(h)"", ""ade"", ""b1131"", ""ECK1117""]",1190616.0,1191986.0,-,"[""EG11314_RNA""]",mRNA,"[""ASL-MONOMER""]",False,2.0,TU00054[c],EG11345,1
EG11318,fabG,"[""fabG"", ""b1093"", ""ECK1079""]",1150670.0,1151404.0,+,"[""EG11318_RNA""]",mRNA,"[""3-OXOACYL-ACP-REDUCT-MONOMER""]",False,5.0,TU0-1[c],"EG10277,EG10890,EG11317,EG11437",4
EG11333,ubiI,"[""ubiI"", ""visC"", ""b2906"", ""ECK2901""]",3051115.0,3052317.0,-,"[""EG11333_RNA""]",mRNA,"[""EG11333-MONOMER""]",False,4.0,TU0-13792[c],"EG10697,EG11323,EG11324",3
EG11335,nadR,"[""nadR"", ""nadI"", ""b4390"", ""ECK4382""]",4627315.0,4628547.0,+,"[""EG11335_RNA""]",mRNA,"[""PD04413""]",False,2.0,TU0-14225[c],EG11296,1
EG11351,waaB,"[""waaB"", ""lps"", ""syn"", ""rfaB"", ""b3628"", ""ECK3618""]",3803058.0,3804137.0,-,"[""EG11351_RNA""]",mRNA,"[""EG11351-MONOMER""]",False,10.0,TU0-7162[c],"EG11339,EG11340,EG11341,EG11350,EG11352,EG11353,EG11423,EG11425,EG11426",9
EG11375,folE,"[""folE"", ""b2153"", ""ECK2146""]",2242984.0,2243652.0,-,"[""EG11375_RNA""]",mRNA,"[""GTP-CYCLOHYDRO-I-MONOMER""]",False,2.0,TU0-13539[c],EG11290,1
EG11379,appB,"[""appB"", ""cbdB"", ""cyxB"", ""b0979"", ""ECK0970""]",1039296.0,1040432.0,+,"[""EG11379_RNA""]",mRNA,"[""APPB-MONOMER""]",False,4.0,TU0-45265[c],"EG10049,EG11380,G0-10588",3
EG11428,sthA,"[""sthA"", ""sth"", ""udhA"", ""b3962"", ""ECK3954""]",4159390.0,4160790.0,-,"[""EG11428_RNA""]",mRNA,"[""UDHA-MONOMER""]",True,1.0,TU0-7521[c],,0
EG11443,rpiA,"[""rpiA"", ""ygfC"", ""b2914"", ""ECK2910""]",3058666.0,3059325.0,-,"[""EG11443_RNA""]",mRNA,"[""RIB5PISOMA-MONOMER""]",True,1.0,TU0-7341[c],,0
EG11463,corA,"[""corA"", ""b3816"", ""ECK3810""]",4001426.0,4002376.0,+,"[""EG11463_RNA""]",mRNA,"[""CORA-MONOMER""]",True,1.0,TU00455[c],,0
EG11470,yigL,"[""yigL"", ""b3826"", ""ECK3820""]",4010200.0,4011000.0,+,"[""EG11470_RNA""]",mRNA,"[""EG11470-MONOMER""]",False,2.0,TU0-14049[c],EG10739,1
EG11490,gadB,"[""gadB"", ""b1493"", ""ECK1487""]",1570645.0,1572045.0,-,"[""EG11490_RNA""]",mRNA,"[""GLUTDECARBOXB-MONOMER""]",False,2.0,TU0-45231[c],G6786,1
EG11508,sra,"[""sra"", ""rpsV"", ""b1480"", ""ECK1474""]",1555826.0,1555963.0,-,"[""EG11508_RNA""]",mRNA,"[""EG11508-MONOMER""]",True,1.0,TU0-3901[c],,0
EG11539,pyrH,"[""pyrH"", ""umk"", ""smbA"", ""b0171"", ""ECK0170""]",191855.0,192580.0,+,"[""EG11539_RNA""]",mRNA,"[""UMPKI-MONOMER""]",True,1.0,TU0-1021[c],,0
EG11546,nadC,"[""nadC"", ""b0109"", ""ECK0108""]",117752.0,118645.0,-,"[""EG11546_RNA""]",mRNA,"[""QUINOPRIBOTRANS-MONOMER""]",True,1.0,TU0-12812[c],,0
EG11556,talB,"[""talB"", ""yaaK"", ""b0008"", ""ECK0008""]",8238.0,9191.0,+,"[""EG11556_RNA""]",mRNA,"[""TRANSALDOLB-MONOMER""]",True,1.0,TU0-8121[c],,0
EG11575,leuD,"[""leuD"", ""b0071"", ""ECK0073""]",78848.0,79453.0,-,"[""EG11575_RNA""]",mRNA,"[""LEUD-MONOMER""]",False,5.0,TU0-42478[c],"EG11226,EG11280,EG11576,EG11577",4
EG11576,leuC,"[""leuC"", ""b0072"", ""ECK0074""]",79464.0,80864.0,-,"[""EG11576_RNA""]",mRNA,"[""LEUC-MONOMER""]",False,5.0,TU0-42478[c],"EG11226,EG11280,EG11575,EG11577",4
EG11577,leuB,"[""leuB"", ""b0073"", ""ECK0075""]",80867.0,81958.0,-,"[""EG11577_RNA""]",mRNA,"[""3-ISOPROPYLMALDEHYDROG-MONOMER""]",False,5.0,TU0-42478[c],"EG11226,EG11280,EG11575,EG11576",4
EG11620,rnb,"[""rnb"", ""b1286"", ""ECK1281""]",1346978.0,1348912.0,-,"[""EG11620_RNA""]",mRNA,"[""EG11620-MONOMER""]",True,1.0,TU582[c],,0
EG11621,metN,"[""metN"", ""metD"", ""abc"", ""b0199"", ""ECK0199""]",221614.0,222645.0,-,"[""EG11621_RNA""]",mRNA,"[""ABC-MONOMER""]",False,3.0,TU0-2302[c],"EG11504,EG11737",2
EG11630,potG,"[""potG"", ""b0855"", ""ECK0846""]",894991.0,896124.0,+,"[""EG11630_RNA""]",mRNA,"[""POTG-MONOMER""]",False,4.0,TU0-14459[c],"EG11629,EG11631,EG11632",3
EG11631,potH,"[""potH"", ""b0856"", ""ECK0847""]",896134.0,897087.0,+,"[""EG11631_RNA""]",mRNA,"[""POTH-MONOMER""]",False,4.0,TU0-14459[c],"EG11629,EG11630,EG11632",3
EG11632,potI,"[""potI"", ""b0857"", ""ECK0848""]",897084.0,897929.0,+,"[""EG11632_RNA""]",mRNA,"[""POTI-MONOMER""]",False,4.0,TU0-14459[c],"EG11629,EG11630,EG11631",3
EG11647,accA,"[""accA"", ""b0185"", ""ECK0184""]",208621.0,209580.0,+,"[""EG11647_RNA""]",mRNA,"[""CARBOXYL-TRANSFERASE-ALPHA-MONOMER""]",True,1.0,TU0-42602[c],,0
EG11663,slyD,"[""slyD"", ""b3349"", ""ECK3336""]",3477907.0,3478497.0,-,"[""EG11663_RNA""]",mRNA,"[""EG11663-MONOMER""]",True,1.0,TU0-13917[c],,0
EG11673,folB,"[""folB"", ""ygiG"", ""b3058"", ""ECK3048""]",3204221.0,3204589.0,-,"[""EG11673_RNA""]",mRNA,"[""H2NEOPTERINALDOL-MONOMER""]",True,1.0,TU0-13848[c],,0
EG11692,adeD,"[""adeD"", ""adu"", ""yicP"", ""ade"", ""b3665"", ""ECK3656""]",3843964.0,3845730.0,+,"[""EG11692_RNA""]",mRNA,"[""EG11692-MONOMER""]",True,1.0,TU0-8765[c],,0
EG11699,gpmA,"[""gpmA"", ""gpm"", ""b0755"", ""ECK0744""]",786843.0,787595.0,-,"[""EG11699_RNA""]",mRNA,"[""GPMA-MONOMER""]",True,1.0,TU0-14819[c],,0
EG11736,gmhB,"[""gmhB"", ""yaeD"", ""b0200"", ""ECK0200""]",222833.0,223408.0,+,"[""EG11736_RNA""]",mRNA,"[""EG11736-MONOMER""]",True,1.0,TU0-12838[c],,0
EG11746,panC,"[""panC"", ""b0133"", ""ECK0132""]",147944.0,148795.0,-,"[""EG11746_RNA""]",mRNA,"[""PANTOATE-BETA-ALANINE-LIG-MONOMER""]",False,2.0,TU00313[c],EG11675,1
EG11796,lplA,"[""lplA"", ""yjjF"", ""slr"", ""b4386"", ""ECK4378""]",4623101.0,4624117.0,-,"[""EG11796_RNA""]",mRNA,"[""EG11796-MONOMER""]",False,2.0,TU0-6630[c],EG10951,1
EG11810,gcvP,"[""gcvP"", ""b2903"", ""ECK2898""]",3046168.0,3049041.0,-,"[""EG11810_RNA""]",mRNA,"[""GCVP-MONOMER""]",True,1.0,TU0-14509[c],,0
EG11819,purU,"[""purU"", ""ychI"", ""tgs"", ""b1232"", ""ECK1227""]",1287782.0,1288624.0,-,"[""EG11819_RNA""]",mRNA,"[""FORMYLTHFDEFORMYL-MONOMER""]",True,1.0,TU0-13182[c],,0
EG11850,yihX,"[""yihX"", ""b3885"", ""ECK3878""]",4075553.0,4076152.0,+,"[""EG11850_RNA""]",mRNA,"[""EG11850-MONOMER""]",False,4.0,TU0-14070[c],"EG11851,EG11852,EG11853",3
EG11866,rhaD,"[""rhaD"", ""b3902"", ""ECK3895""]",4093448.0,4094272.0,-,"[""EG11866_RNA""]",mRNA,"[""RHAMNULPALDOL-MONOMER""]",True,1.0,TU0-14787[c],,0
EG11867,rhaA,"[""rhaA"", ""b3903"", ""ECK3896""]",4094723.0,4095982.0,-,"[""EG11867_RNA""]",mRNA,"[""RHAMNISOM-MONOMER""]",False,3.0,TU00219[c],"EG11866,EG11868",2
EG11934,aphA,"[""aphA"", ""yjbP"", ""hobH"", ""b4055"", ""ECK4047""]",4269414.0,4270127.0,+,"[""EG11934_RNA""]",mRNA,"[""APHA-MONOMER""]",True,1.0,TU0-14121[c],,0
EG11957,alsE,"[""alsE"", ""yjcU"", ""b4085"", ""ECK4078""]",4307783.0,4308478.0,-,"[""EG11957_RNA""]",mRNA,"[""EG11957-MONOMER""]",False,4.0,TU0-14547[c],"EG11958,EG11959,EG12458",3
EG11963,lldD,"[""lldD"", ""lct"", ""lctD"", ""b3605"", ""ECK3595""]",3779827.0,3781017.0,+,"[""EG11963_RNA""]",mRNA,"[""L-LACTDEHYDROGFMN-MONOMER""]",False,3.0,TU164[c],"EG11961,EG11962",2
EG11971,nupC,"[""nupC"", ""cru"", ""b2393"", ""ECK2388""]",2513042.0,2514244.0,+,"[""EG11971_RNA""]",mRNA,"[""NUPC-MONOMER""]",True,1.0,TU00147[c],,0
EG12026,yeiG,"[""yeiG"", ""b2154"", ""ECK2147""]",2243910.0,2244746.0,+,"[""EG12026_RNA""]",mRNA,"[""EG12026-MONOMER""]",True,1.0,TU0-8726[c],,0
EG12030,rihB,"[""rihB"", ""yeiK"", ""b2162"", ""ECK2155""]",2254245.0,2255186.0,-,"[""EG12030_RNA""]",mRNA,"[""EG12030-MONOMER""]",True,1.0,TU862[c],,0
EG12040,yejE,"[""yejE"", ""b2179"", ""ECK2173""]",2275273.0,2276298.0,+,"[""EG12040_RNA""]",mRNA,"[""YEJE-MONOMER""]",False,4.0,TU0-13552[c],"EG12037,EG12038,EG12041",3
EG12075,nikA,"[""nikA"", ""hydD"", ""hydC"", ""b3476"", ""ECK3460""]",3613667.0,3615241.0,+,"[""EG12075_RNA""]",mRNA,"[""NIKA-MONOMER""]",False,6.0,TU0-14783[c],"EG11519,EG12076,EG12077,EG12078,EG12079",5
EG12078,nikD,"[""nikD"", ""hydD"", ""hydC"", ""b3479"", ""ECK3463""]",3617015.0,3617779.0,+,"[""EG12078_RNA""]",mRNA,"[""NIKD-MONOMER""]",False,6.0,TU0-14783[c],"EG11519,EG12075,EG12076,EG12077,EG12079",5
